Label,Label_XName,UniqueID
New objects,,4b24b93d
New transformation,,6035aa80
Next,Next,1ff57a29
Next surrogate key field,,4c5b1e9f
No additional tasks,,932d9e04
No changes,No changes,c699aa00
No defaults,No defaults,8fbd89e2
No partition switching,No partition switching,cd1fc36d
No refresh,No refresh,93881894
None,None,dc937b59
Not inherit,Not inherit,1d3498dc
Num of rows,,5a671bf4
OLAP Category,OLAP Category,12fa0eb5
OLAP perspective,OLAP perspective,e416241a
Object,,62a6da87
Object Group,,b4ae58ea
Object ID,,f79ceb0b
Object groups,Object groups,aae7a2e2
Optional historization fields. Can be redefined for every historization ,,5008f719
Options,Options,d0db8b5e
Order in diagram,,b8b2963d
Original,Original,88d759ea
Other,Other,f97e9da0
PK clustered,,386be554
PK pos,,06714ab6
Package,Package,59de121d
Package compability level,,4c3ead0a
Package name,,b0b9e734
Package parameter,Package parameter,682d713b
Package type,,da0bbf9f
Packages,,40a20853
Pages,Pages,9046da16
ParamNr,ParamNr,14cb39ee
Parameter,,dd066ec1
Parameters,,e68b36b1
ParentDescription,,af15c39e
Parsed,Parsed,c254a279
Parsed Statement Multidimensional,,fe6a2d00
Partition name,,c9585d2e
Partition switching,Partition switching,573b7dd3
Partitions,,75c2f149
Password,Password,e7cf3ef4
Path,Path,62fa5a5b
Path to store AnalyticsCreator files,,3126224c
Paths,Paths,9c7995b5
Patterns,Patterns,160a13d9
Period (minutes),,3efe13f5
Persist of table,,d6a5311e
Persist package,Persist package,e0dbfb9d
Persist source,,036c2ec3
Persist table,Persist table,68bb8e69
Persist transformation,Persist transformation,c9a28456
PersistPackage,PersistPackage,98dfe5f3
PersistTable,PersistTable,24be8fff
Persisted,,cc905d20
Persisting,Persisting,a4c1503d
Phone:,,3305eb58
PostScript,,4759550c
PreScript,,56126c78
Predefined trans.,,687ab770
Predefined transformations,,0c9d3789
Preview data,Preview data,d526f2ae
Previous surrogate key field,,c8a97d83
Primary key name,,25501e29
Procedure,Procedure,9c280284
Process cube in workflow package,,27ff787b
Process database,Process database,cddb8e2e
Process files in directory,Process files in directory,191e8af4
Program:,,c47b0d11
Project parameter,Project parameter,0330305d
Project reference (use with Integration service catalog),,dc6691e6
Proxy address,,dba97df7
Proxy password,,3978a115
Proxy port,,cec8ad21
Proxy settings,Proxy settings,4529dd70
Proxy user,,2c9a8598
Query,Query,b80a3756
Query name,,29bf2fe6
Query schema,Query schema,412d5c19
Quick Sync DWH,Quick Sync DWH,555dbc51
RFC Destination,RFC Destination,cc6dea27
Read definition,Read definition,1a63856f
Read metadata from connector,Read metadata from connector,e9883aec
Read source,Read source,ad455e54
Read source definition,Read source definition,7ca384bd
Read source from connector,,8131a481
Reference Statement,,0953c23f
Referenced columns,,379d2eaa
Referenced table,,0ef24716
References,,69824d3b
Refresh,Refresh,0e916101
Refresh all sources,,63b9dd58
Refresh columns in imported tables,,87694668
Refresh descriptions in imported tables,,e56ddde7
Refresh existing source columns,,0f9a2af1
Refresh new objects only,Refresh new objects only,38677725
Refresh primary keys in imported tables,,cbad9d24
Refresh selected group only,Refresh selected group only,24d5f3ea
Refresh source,Refresh source,68449650
Refresh source descriptions,,85450237
Refresh source references,,c218529b
Refresh structure,,3ba6240d
Refresh used sources,,1b87e2a9
Release synchronization lock,Release synchronization lock,6d7e3ac3
Remove all columns from transformation,,5169e3ed
Remove duplicates,Remove duplicates,af4adb5e
Remove filter,Remove filter,23c5cdc6
Rename,,3064d79a
Renaming,Renaming,ba6aeb36
Replace references in transformations due the hash references,Replace references in transformations due the hash references,1edb5a49
Repository,Repository,13d6ff07
Repository database template,,a7f5def8
Repository owner,,f0d16bda
Reset color,,1c38dedc
Resulting join,Resulting join,54355723
Retreive relations,,7bbb4f71
Retrieve relations,,95846442
Rights,,2aeb0528
Roles,,c2533705
Root surrogate key field,,99006be8
"Row delimiter (use {CR}, {LF} and {t})",,2832a707
Rows per batch,,16cab866
Run object script,,f6d294cd
Run repository extension scrips,,d2aeeb43
Run script,Run script,ce2fe1d4
SAP DeltaQ transfer mode,,cc5f97e3
SAP description language,,5f157866
SAT package name,,a460917a
SAT table name,,340e7378
SAT transformation name,,98faea02
SCD 0,SCD 0,05ce7098
SCD 1,SCD 1,35287060
SCD 2,SCD 2,dcc25b56
SCD type,,5ea078b2
SQL,,a7056a45
SQL Server Settings,SQL Server Settings,357faff9
SQL Server path to store databases,,de7a5575
SQL Server to store repository,,6cd4b9df
SQL password,,b1acf5d6
SQL user,,d42e4573
SQLCMD Variables,,33c911ed
Satellite of table,,5afe0126
Save,Save,1509f561
Save diagram as picture,Save diagram as picture,09d1b65c
Save password,,e86cf7b8
Save to cloud,,c8af674b
Save to file,,396afe74
Scale,,f102986b
Schema,Schema,07b091a3
Schema filter,,8da45b5a
Schemas,,bdae3cfc
Schemas for the generated objects,,b96fae94
Script,Script,102acc10
Script name,,f480f5a7
Script type,Script type,88907abd
Scripts,Scripts,8d0e6b4a
Search,,49c266ba
